,MSEPred_all,MSECtrl_all,NormMSE_all,Pearson_all,NormPearson_all,Spearman_all,NormSpearman_all,PredCosine_all,CtrlCosine_all,NormCosine_all,SameDirect_all,DiffDirect_all,MSEPred_degs,MSECtrl_degs,NormMSE_degs,Pearson_degs,NormPearson_degs,Spearman_degs,NormSpearman_degs,PredCosine_degs,CtrlCosine_degs,NormCosine_degs,SameDirect_degs,DiffDirect_degs,cov_pert,covariate,perturbation,cov_seen,pert_seen,split
a549+IFNG_STAT2,0.045025565,0.04286036,1.0505177,0.98417586,0.5055333,0.7700541336939982,0.48393817752937635,0.9875333944574282,0.9928534608345587,0.9946416398924987,2349,808,0.14062625169754028,0.6488674283027649,0.21672570705413818,0.9164447784423828,0.6513086557388306,0.7376923076923076,0.49538461538461537,0.948304068266284,0.9605468118030448,0.9872544019861147,23.0,2.0,a549+IFNG_STAT2,a549+IFNG,STAT2,False,True,0
a549+IFNG_STAT3,0.043214068,0.00880647,4.9070816,0.9874828,0.19930698,0.8166047467015326,0.2744830777598838,0.9903635129450618,0.9981426327924316,0.9922064045840755,2053,1211,,,,,,,,,,,,,a549+IFNG_STAT3,a549+IFNG,STAT3,False,True,0
a549+IFNG_TAPBPL,0.06812457,0.047744296,1.426863,0.9800191,0.5280124,0.712029119853513,0.5646665059342004,0.9839104045795799,0.9915262427018581,0.9923190755884328,2492,650,0.2158713936805725,0.49911603331565857,0.4325074255466461,0.44890716671943665,0.1973174810409546,0.3484615384615385,0.33230769230769236,0.8008033867588915,0.9753943569843462,0.8210047362122922,20.0,5.0,a549+IFNG_TAPBPL,a549+IFNG,TAPBPL,False,True,0
a549+IFNG_TBX21,0.038898274,0.0071321027,5.45397,0.9883405,0.1979255,0.8324854970237664,0.25727806991792723,0.9910281685277327,0.9984914576968489,0.9925254351335852,2063,1209,,,,,,,,,,,,,a549+IFNG_TBX21,a549+IFNG,TBX21,False,True,0
a549+IFNG_TRAFD1,0.042144667,0.005481771,7.688148,0.98875403,0.24216132,0.8110728592015474,0.2702678666465752,0.991344385667092,0.9987863722062003,0.9925489706846222,2066,1228,,,,,,,,,,,,,a549+IFNG_TRAFD1,a549+IFNG,TRAFD1,False,True,0
a549+IFNG_TSC22D1,0.049728796,0.0077165985,6.444393,0.9869586,0.24041906,0.7766131576287043,0.25799543688683213,0.9898615801765398,0.9983586893388088,0.9914889215138735,2060,1189,,,,,,,,,,,,,a549+IFNG_TSC22D1,a549+IFNG,TSC22D1,False,True,0
a549+IFNG_ZC3H3,0.05894648,0.009930457,5.9359283,0.98616207,0.3060181,0.7464497602812403,0.3279010375939697,0.9890133942369843,0.9979067611995214,0.9910879780473209,2191,1048,0.161956325173378,0.6633493304252625,0.2441493719816208,,,,,,,,1.0,0.0,a549+IFNG_ZC3H3,a549+IFNG,ZC3H3,False,True,0
a549+IFNG_ZFP36,0.055952247,0.010763221,5.198467,0.9870658,0.36959195,0.750049754046766,0.39290829441618963,0.9898280707117362,0.9978184100618591,0.9919921908941051,2262,973,0.3514019250869751,0.333323210477829,1.0542378425598145,-0.7800658941268921,0.42335009574890137,-0.5,0.5,0.7490719060147866,0.9823283688251246,0.762547361744917,2.0,1.0,a549+IFNG_ZFP36,a549+IFNG,ZFP36,False,False,0
a549+IFNG_ZNF267,0.045982923,0.021653812,2.1235485,0.9863629,0.4230969,0.7586410302362346,0.44521791498345753,0.9892937749679501,0.995932481669762,0.9933341799529607,2316,866,0.08236090838909149,0.35705137252807617,0.23066963255405426,0.6135080456733704,-0.057453230023384094,0.4285714285714286,0.04761904761904763,0.8499914612460279,0.9360049884905728,0.9081056956937241,8.0,0.0,a549+IFNG_ZNF267,a549+IFNG,ZNF267,False,True,0
a549+IFNG_ZNFX1,0.044018872,0.012670854,3.4740257,0.9870431,0.2855044,0.7949416020539026,0.316796666546056,0.9899580538116262,0.9974884107510685,0.9924506822753235,2124,1105,1.286100149154663,1.4487190246582031,0.8877499103546143,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9656058018924144,0.9926561531252599,0.9727495254548307,1.0,1.0,a549+IFNG_ZNFX1,a549+IFNG,ZNFX1,False,True,0
